Row,LocationID,NestboxID,LocationType,PopID,Latitude,Longitude,StartSeason,EndSeason,HabitatType,Warning,Error,PopNestboxID
5571,rou_72_NB,rou_72_NB,NB,rou,43.664843,3.662934,1991,NA,deciduous,NA,NA,ROU rou_72_NB
5573,rou_73_NB,rou_73_NB,NB,rou,43.665185,3.663135,1991,NA,deciduous,NA,NA,ROU rou_73_NB
5575,rou_74_NB,rou_74_NB,NB,rou,43.665786,3.663211,1992,NA,deciduous,NA,NA,ROU rou_74_NB
5577,rou_75_NB,rou_75_NB,NB,rou,43.66611,3.663611,1991,NA,deciduous,NA,NA,ROU rou_75_NB
5578,rou_76_NB,rou_76_NB,NB,rou,43.666657,3.663598,1992,NA,deciduous,NA,NA,ROU rou_76_NB
5580,rou_77_NB,rou_77_NB,NB,rou,43.66691,3.663619,1992,NA,deciduous,NA,NA,ROU rou_77_NB
5581,rou_78_NB,rou_78_NB,NB,rou,43.667514,3.663604,1991,NA,deciduous,NA,NA,ROU rou_78_NB
5583,rou_79_NB,rou_79_NB,NB,rou,43.668001,3.663841,1992,NA,deciduous,NA,NA,ROU rou_79_NB
5584,rou_8_NB,rou_8_NB,NB,rou,43.662127,3.668547,1992,NA,deciduous,NA,NA,ROU rou_8_NB
5585,rou_80_NB,rou_80_NB,NB,rou,43.668082,3.664345,1991,NA,deciduous,NA,NA,ROU rou_80_NB
5587,rou_81_NB,rou_81_NB,NB,rou,43.668301,3.664821,1991,NA,deciduous,NA,NA,ROU rou_81_NB
5588,rou_82_NB,rou_82_NB,NB,rou,43.668416,3.665341,1992,NA,deciduous,NA,NA,ROU rou_82_NB
5590,rou_83_NB,rou_83_NB,NB,rou,43.668887,3.666029,1992,NA,deciduous,NA,NA,ROU rou_83_NB
5592,rou_84_NB,rou_84_NB,NB,rou,43.669201,3.666509,1991,NA,deciduous,NA,NA,ROU rou_84_NB
5594,rou_85_NB,rou_85_NB,NB,rou,43.669508,3.667383,1992,NA,deciduous,NA,NA,ROU rou_85_NB
5596,rou_86_NB,rou_86_NB,NB,rou,43.66988,3.667232,1991,NA,deciduous,NA,NA,ROU rou_86_NB
5597,rou_87_NB,rou_87_NB,NB,rou,43.670292,3.667565,1991,NA,deciduous,NA,NA,ROU rou_87_NB
5598,rou_88_NB,rou_88_NB,NB,rou,43.670725,3.6674,1994,NA,deciduous,NA,NA,ROU rou_88_NB
5600,rou_89_NB,rou_89_NB,NB,rou,43.671128,3.6669,1991,NA,deciduous,NA,NA,ROU rou_89_NB
5601,rou_9_NB,rou_9_NB,NB,rou,43.662478,3.668408,1993,NA,deciduous,NA,NA,ROU rou_9_NB
5602,rou_90_NB,rou_90_NB,NB,rou,43.671128,3.666436,1991,NA,deciduous,NA,NA,ROU rou_90_NB
5603,rou_909_NB,rou_909_NB,NB,rou,43.672444,3.6669,1998,NA,deciduous,NA,NA,ROU rou_909_NB
5604,rou_91_NB,rou_91_NB,NB,rou,43.670865,3.666013,1991,NA,deciduous,NA,NA,ROU rou_91_NB
5606,rou_92_NB,rou_92_NB,NB,rou,43.670544,3.665469,1992,NA,deciduous,NA,NA,ROU rou_92_NB
5608,rou_93_NB,rou_93_NB,NB,rou,43.670314,3.664985,1995,NA,deciduous,NA,NA,ROU rou_93_NB
5609,rou_94_NB,rou_94_NB,NB,rou,43.670111,3.664684,1991,NA,deciduous,NA,NA,ROU rou_94_NB
5610,rou_95_NB,rou_95_NB,NB,rou,43.669721,3.664115,1992,NA,deciduous,NA,NA,ROU rou_95_NB
5611,rou_96_NB,rou_96_NB,NB,rou,43.669337,3.663697,1991,NA,deciduous,NA,NA,ROU rou_96_NB
5613,rou_97_NB,rou_97_NB,NB,rou,43.668908,3.663634,1991,NA,deciduous,NA,NA,ROU rou_97_NB
5615,rou_98_NB,rou_98_NB,NB,rou,43.668432,3.663797,1991,NA,deciduous,NA,NA,ROU rou_98_NB
5617,rou_99_NB,rou_99_NB,NB,rou,43.670028,3.663551,1992,NA,deciduous,NA,NA,ROU rou_99_NB
5748,val_1_NB,val_1_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_1_NB
5749,val_10_NB,val_10_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_10_NB
5750,val_15_NB,val_15_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_15_NB
5751,val_16_NB,val_16_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_16_NB
5752,val_17_NB,val_17_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_17_NB
5753,val_18_NB,val_18_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_18_NB
5754,val_19_NB,val_19_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_19_NB
5755,val_2_NB,val_2_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_2_NB
5756,val_20_NB,val_20_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_20_NB
5757,val_21_NB,val_21_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_21_NB
5758,val_23_NB,val_23_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_23_NB
5759,val_26_NB,val_26_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_26_NB
5760,val_29_NB,val_29_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_29_NB
5762,val_30_NB,val_30_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_30_NB
5763,val_4_NB,val_4_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_4_NB
5764,val_5_NB,val_5_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_5_NB
5765,val_8_NB,val_8_NB,NB,val,NA,NA,2007,NA,urban,NA,NA,MON val_8_NB
5975,zoo_0_NB,zoo_0_NB,NB,zoo,43.642433,3.87759,2011,NA,urban,NA,NA,MON zoo_0_NB
5976,zoo_11_NB,zoo_11_NB,NB,zoo,43.640719,3.886428,2012,NA,urban,NA,NA,MON zoo_11_NB
5977,zoo_14_NB,zoo_14_NB,NB,zoo,43.641871,3.885185,2011,NA,urban,NA,NA,MON zoo_14_NB
5978,zoo_15_NB,zoo_15_NB,NB,zoo,43.642141,3.883969,2011,NA,urban,NA,NA,MON zoo_15_NB
5979,zoo_17_NB,zoo_17_NB,NB,zoo,43.64226,3.88247,2011,NA,urban,NA,NA,MON zoo_17_NB
5980,zoo_18_NB,zoo_18_NB,NB,zoo,43.642201,3.881469,2016,NA,urban,NA,NA,MON zoo_18_NB
5981,zoo_19_NB,zoo_19_NB,NB,zoo,43.64162,3.880856,2011,NA,urban,NA,NA,MON zoo_19_NB
5982,zoo_20_NB,zoo_20_NB,NB,zoo,43.641643,3.879931,2012,NA,urban,NA,NA,MON zoo_20_NB
5983,zoo_23_NB,zoo_23_NB,NB,zoo,43.640151,3.875771,2011,NA,urban,NA,NA,MON zoo_23_NB
5984,zoo_25_NB,zoo_25_NB,NB,zoo,43.641213,3.877157,2011,NA,urban,NA,NA,MON zoo_25_NB
5985,zoo_26_NB,zoo_26_NB,NB,zoo,43.641773,3.876829,2011,NA,urban,NA,NA,MON zoo_26_NB
5986,zoo_27_NB,zoo_27_NB,NB,zoo,43.641088,3.876127,2012,NA,urban,NA,NA,MON zoo_27_NB
5987,zoo_3_NB,zoo_3_NB,NB,zoo,43.640101,3.877965,2011,NA,urban,NA,NA,MON zoo_3_NB
5988,zoo_30_NB,zoo_30_NB,NB,zoo,43.641476,3.874874,2011,NA,urban,NA,NA,MON zoo_30_NB
5989,zoo_31_NB,zoo_31_NB,NB,zoo,43.641872,3.875958,2012,NA,urban,NA,NA,MON zoo_31_NB
5990,zoo_32_NB,zoo_32_NB,NB,zoo,43.642065,3.876668,2016,NA,urban,NA,NA,MON zoo_32_NB
5991,zoo_33_NB,zoo_33_NB,NB,zoo,43.642896,3.876747,2011,NA,urban,NA,NA,MON zoo_33_NB
5992,zoo_34_NB,zoo_34_NB,NB,zoo,43.642965,3.875623,2012,NA,urban,NA,NA,MON zoo_34_NB
5993,zoo_35_NB,zoo_35_NB,NB,zoo,43.642871,3.874612,2012,NA,urban,NA,NA,MON zoo_35_NB
5994,zoo_36_NB,zoo_36_NB,NB,zoo,43.642356,3.873713,2011,NA,urban,NA,NA,MON zoo_36_NB
5995,zoo_37_NB,zoo_37_NB,NB,zoo,43.641805,3.872998,2011,NA,urban,NA,NA,MON zoo_37_NB
5996,zoo_38_NB,zoo_38_NB,NB,zoo,43.643511,3.874523,2012,NA,urban,NA,NA,MON zoo_38_NB
5997,zoo_4_NB,zoo_4_NB,NB,zoo,43.640643,3.878968,2011,NA,urban,NA,NA,MON zoo_4_NB
5998,zoo_40_NB,zoo_40_NB,NB,zoo,43.644056,3.872879,2011,NA,urban,NA,NA,MON zoo_40_NB
5999,zoo_42_NB,zoo_42_NB,NB,zoo,43.644521,3.874829,2011,NA,urban,NA,NA,MON zoo_42_NB
6000,zoo_46_NB,zoo_46_NB,NB,zoo,43.643971,3.877098,2011,NA,urban,NA,NA,MON zoo_46_NB
6001,zoo_47_NB,zoo_47_NB,NB,zoo,43.644679,3.877703,2011,NA,urban,NA,NA,MON zoo_47_NB
6002,zoo_48_NB,zoo_48_NB,NB,zoo,43.645424,3.878512,2011,NA,urban,NA,NA,MON zoo_48_NB
6003,zoo_51_NB,zoo_51_NB,NB,zoo,43.643812,3.87823,2012,NA,urban,NA,NA,MON zoo_51_NB
6004,zoo_53_NB,zoo_53_NB,NB,zoo,43.643662,3.880692,2011,NA,urban,NA,NA,MON zoo_53_NB
6005,zoo_56_NB,zoo_56_NB,NB,zoo,43.644726,3.881329,2011,NA,urban,NA,NA,MON zoo_56_NB
6006,zoo_61_NB,zoo_61_NB,NB,zoo,43.642637,3.886487,2011,NA,urban,NA,NA,MON zoo_61_NB
6007,zoo_62_NB,zoo_62_NB,NB,zoo,43.642314,3.880526,2011,NA,urban,NA,NA,MON zoo_62_NB
6008,zoo_63_NB,zoo_63_NB,NB,zoo,43.642704,3.878871,2011,NA,urban,NA,NA,MON zoo_63_NB
6009,zoo_64_NB,zoo_64_NB,NB,zoo,43.642651,3.877588,2014,NA,urban,NA,NA,MON zoo_64_NB
6010,zoo_67_NB,zoo_67_NB,NB,zoo,43.641504,3.869896,2011,NA,urban,NA,NA,MON zoo_67_NB
6011,zoo_69_NB,zoo_69_NB,NB,zoo,43.639937,3.869829,2015,NA,urban,NA,NA,MON zoo_69_NB
6012,zoo_7_NB,zoo_7_NB,NB,zoo,43.641014,3.882648,2011,NA,urban,NA,NA,MON zoo_7_NB
6013,zoo_8_NB,zoo_8_NB,NB,zoo,43.641091,3.883746,2013,NA,urban,NA,NA,MON zoo_8_NB
6014,zoo_9_NB,zoo_9_NB,NB,zoo,43.640677,3.884223,2011,NA,urban,NA,NA,MON zoo_9_NB
